"SubjID","Group","Resp","SignalStrength","n_trials","q1","q3","q5","q7","q9","GroupName","RespName"
31,1,2,0.773809762908943,2,1.1895,1.2305,1.2715,1.3125,1.3535,"Control","NotLookingAtMe"
31,1,1,1.16071464436341,12,0.7097,0.7689,0.829,0.9247,0.9701,"Control","LookingAtMe"
31,1,2,1.16071464436341,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
31,1,1,1.54761952581789,12,0.627,0.6503,0.7255,0.8263,0.9901,"Control","LookingAtMe"
31,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
32,1,2,-1.54761952581789,12,0.6416,0.6978,0.774,0.9207,1.2238,"Control","NotLookingAtMe"
32,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
32,1,2,-1.16071464436341,12,0.6723,0.7371,0.779,0.8204,0.8901,"Control","NotLookingAtMe"
32,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
32,1,2,-0.773809762908943,12,0.6559,0.7129,0.767,0.8236,0.9055,"Control","NotLookingAtMe"
32,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
32,1,2,-0.386904881454471,12,0.727,0.7766,0.917,0.9805,1.3232,"Control","NotLookingAtMe"
32,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
32,1,2,0,11,0.7,0.831,1.024,1.055,1.08,"Control","NotLookingAtMe"
32,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
32,1,2,0.386904881454471,12,0.7307,0.9317,1.0275,1.1888,1.3936,"Control","NotLookingAtMe"
32,1,1,0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
32,1,1,0.773809762908943,3,1.2322,1.3326,1.433,1.5206,1.6082,"Control","LookingAtMe"
32,1,2,0.773809762908943,8,0.9644,1.1211,1.152,1.2036,1.3518,"Control","NotLookingAtMe"
32,1,1,1.16071464436341,11,0.84,0.917,0.978,1.033,1.159,"Control","LookingAtMe"
32,1,2,1.16071464436341,1,1.256,1.256,1.256,1.256,1.256,"Control","NotLookingAtMe"
32,1,1,1.54761952581789,11,0.881,0.944,0.978,1.031,1.165,"Control","LookingAtMe"
32,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
33,1,2,-1.54761952581789,12,0.7072,0.7325,0.81,0.903,0.9618,"Control","NotLookingAtMe"
33,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
33,1,2,-1.16071464436341,12,0.6638,0.7092,0.74,0.7967,0.8831,"Control","NotLookingAtMe"
33,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
33,1,2,-0.773809762908943,12,0.6023,0.7517,0.8455,0.8939,1.0693,"Control","NotLookingAtMe"
33,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
33,1,2,-0.386904881454471,12,0.6478,0.7725,0.814,0.8911,1.1598,"Control","NotLookingAtMe"
33,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
33,1,1,0,1,1.188,1.188,1.188,1.188,1.188,"Control","LookingAtMe"
33,1,2,0,11,0.706,0.721,0.744,0.831,0.907,"Control","NotLookingAtMe"
33,1,1,0.386904881454471,3,0.7884,0.7972,0.806,0.9468,1.0876,"Control","LookingAtMe"
33,1,2,0.386904881454471,9,0.647,0.7458,0.785,0.8534,0.965,"Control","NotLookingAtMe"
33,1,1,0.773809762908943,7,0.6286,0.7974,0.979,1.0064,1.1384,"Control","LookingAtMe"
33,1,2,0.773809762908943,5,0.8848,0.9216,1.04,1.052,1.0856,"Control","NotLookingAtMe"
33,1,1,1.16071464436341,11,0.654,0.731,0.77,0.917,1.001,"Control","LookingAtMe"
33,1,2,1.16071464436341,1,1.299,1.299,1.299,1.299,1.299,"Control","NotLookingAtMe"
33,1,1,1.54761952581789,12,0.7033,0.731,0.814,0.9088,0.9935,"Control","LookingAtMe"
33,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
34,1,2,-1.54761952581789,11,0.78,0.922,0.934,0.974,1.272,"Control","NotLookingAtMe"
34,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
34,1,2,-1.16071464436341,11,0.759,0.781,0.881,1.02,1.13,"Control","NotLookingAtMe"
34,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
34,1,2,-0.773809762908943,10,0.7383,0.811,0.8585,0.9633,1.1273,"Control","NotLookingAtMe"
34,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
34,1,2,-0.386904881454471,12,0.7065,0.8506,0.939,0.9833,1.12,"Control","NotLookingAtMe"
34,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
34,1,1,0,1,2.398,2.398,2.398,2.398,2.398,"Control","LookingAtMe"
34,1,2,0,11,0.769,1.037,1.07,1.322,1.712,"Control","NotLookingAtMe"
34,1,2,0.386904881454471,11,0.832,0.878,1.162,1.195,1.657,"Control","NotLookingAtMe"
34,1,1,0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
34,1,1,0.773809762908943,2,1.8557,2.0491,2.2425,2.4359,2.6293,"Control","LookingAtMe"
34,1,2,0.773809762908943,10,0.9999,1.2583,1.3625,1.5366,1.9529,"Control","NotLookingAtMe"
34,1,1,1.16071464436341,10,0.8674,1.1945,1.311,1.3935,1.6919,"Control","LookingAtMe"
34,1,2,1.16071464436341,2,0.9163,1.0189,1.1215,1.2241,1.3267,"Control","NotLookingAtMe"
34,1,1,1.54761952581789,12,0.7889,0.8628,0.992,1.0404,1.3447,"Control","LookingAtMe"
34,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
35,1,2,-1.54761952581789,11,0.638,0.767,0.918,1.088,1.588,"Control","NotLookingAtMe"
35,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
35,1,1,-1.16071464436341,1,1.781,1.781,1.781,1.781,1.781,"Control","LookingAtMe"
35,1,2,-1.16071464436341,7,0.6866,0.8474,0.91,0.976,1.3232,"Control","NotLookingAtMe"
35,1,1,-0.773809762908943,2,0.6297,0.7051,0.7805,0.8559,0.9313,"Control","LookingAtMe"
35,1,2,-0.773809762908943,10,0.6463,0.6872,0.764,1.0075,1.7495,"Control","NotLookingAtMe"
35,1,1,-0.386904881454471,3,1.251,1.603,1.955,2.1818,2.4086,"Control","LookingAtMe"
35,1,2,-0.386904881454471,8,0.6479,0.832,0.9,1.2992,1.6976,"Control","NotLookingAtMe"
35,1,1,0,4,0.7071,0.8253,0.8455,0.9604,1.6468,"Control","LookingAtMe"
35,1,2,0,8,0.7152,0.9345,1.144,1.3607,1.8712,"Control","NotLookingAtMe"
35,1,1,0.386904881454471,5,0.675,0.977,1.573,1.8722,2.1582,"Control","LookingAtMe"
35,1,2,0.386904881454471,5,0.641,0.743,0.923,1.4318,1.925,"Control","NotLookingAtMe"
35,1,1,0.773809762908943,9,0.6764,0.7814,0.998,1.1184,1.8892,"Control","LookingAtMe"
35,1,2,0.773809762908943,2,0.9518,0.9554,0.959,0.9626,0.9662,"Control","NotLookingAtMe"
35,1,1,1.16071464436341,8,0.7349,0.9417,1.0275,1.0899,1.8325,"Control","LookingAtMe"
35,1,2,1.16071464436341,2,0.6658,0.6854,0.705,0.7246,0.7442,"Control","NotLookingAtMe"
35,1,1,1.54761952581789,9,0.61,0.7058,0.812,0.9584,1.2394,"Control","LookingAtMe"
35,1,2,1.54761952581789,3,0.8158,0.9834,1.151,1.431,1.711,"Control","NotLookingAtMe"
36,1,2,-1.54761952581789,12,0.6825,0.7542,0.8395,0.9419,0.99,"Control","NotLookingAtMe"
36,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
36,1,2,-1.16071464436341,12,0.7696,0.8667,0.883,0.8967,0.9172,"Control","NotLookingAtMe"
36,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
36,1,2,-0.773809762908943,12,0.7941,0.8292,0.8685,0.9229,0.9818,"Control","NotLookingAtMe"
36,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
36,1,2,-0.386904881454471,12,0.7471,0.855,0.8865,0.9415,0.9999,"Control","NotLookingAtMe"
36,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
36,1,2,0,12,0.773,0.7953,0.8995,0.9228,0.9637,"Control","NotLookingAtMe"
36,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
36,1,1,0.386904881454471,1,0.993,0.993,0.993,0.993,0.993,"Control","LookingAtMe"
36,1,2,0.386904881454471,11,0.79,0.836,0.864,1.095,1.451,"Control","NotLookingAtMe"
36,1,1,0.773809762908943,3,0.6968,0.7664,0.836,0.8524,0.8688,"Control","LookingAtMe"
36,1,2,0.773809762908943,9,0.8506,1.1182,1.166,1.2084,1.317,"Control","NotLookingAtMe"
36,1,1,1.16071464436341,7,0.7168,0.8032,0.856,1.046,1.302,"Control","LookingAtMe"
36,1,2,1.16071464436341,5,0.9926,1.2992,1.376,1.412,1.9568,"Control","NotLookingAtMe"
36,1,1,1.54761952581789,12,0.7316,0.8353,0.867,0.8913,1.1396,"Control","LookingAtMe"
36,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
37,1,2,-1.54761952581789,12,0.7519,0.814,0.8595,0.9117,0.967,"Control","NotLookingAtMe"
37,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
37,1,2,-1.16071464436341,12,0.7152,0.7656,0.819,0.8971,1.0454,"Control","NotLookingAtMe"
37,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
37,1,2,-0.773809762908943,12,0.7299,0.8056,0.835,0.9138,0.986,"Control","NotLookingAtMe"
37,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
37,1,2,-0.386904881454471,12,0.7508,0.8912,0.9775,1.0155,1.2368,"Control","NotLookingAtMe"
37,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
37,1,2,0,12,0.7273,0.8928,0.963,1.0184,1.2097,"Control","NotLookingAtMe"
37,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
37,1,1,0.386904881454471,5,0.9786,1.0834,1.097,1.1594,1.2248,"Control","LookingAtMe"
37,1,2,0.386904881454471,7,0.8486,0.9314,1.076,1.1878,1.3578,"Control","NotLookingAtMe"
37,1,1,0.773809762908943,10,0.934,1.0494,1.092,1.1503,1.3877,"Control","LookingAtMe"
37,1,2,0.773809762908943,2,1.2707,1.2861,1.3015,1.3169,1.3323,"Control","NotLookingAtMe"
37,1,1,1.16071464436341,11,0.821,0.866,0.964,1.024,1.064,"Control","LookingAtMe"
37,1,2,1.16071464436341,1,1.065,1.065,1.065,1.065,1.065,"Control","NotLookingAtMe"
37,1,1,1.54761952581789,12,0.7866,0.8206,0.8525,0.9323,1.0468,"Control","LookingAtMe"
37,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
38,1,2,-1.54761952581789,12,0.7273,0.8132,0.9125,1.0229,1.3181,"Control","NotLookingAtMe"
38,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
38,1,2,-1.16071464436341,12,0.675,0.7403,0.767,0.8002,0.8709,"Control","NotLookingAtMe"
38,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
38,1,2,-0.773809762908943,12,0.6175,0.7009,0.827,0.8392,0.9512,"Control","NotLookingAtMe"
38,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
38,1,2,-0.386904881454471,12,0.7148,0.7566,0.7935,0.8568,0.9581,"Control","NotLookingAtMe"
38,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
38,1,2,0,12,0.6672,0.842,0.8835,0.9021,0.987,"Control","NotLookingAtMe"
38,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
38,1,1,0.386904881454471,4,0.7502,0.7646,0.9445,1.128,1.164,"Control","LookingAtMe"
38,1,2,0.386904881454471,8,0.7846,0.8571,0.894,0.9282,1.0639,"Control","NotLookingAtMe"
38,1,1,0.773809762908943,9,0.6182,0.6866,0.712,0.888,1.088,"Control","LookingAtMe"
38,1,2,0.773809762908943,3,1.0538,1.1354,1.217,1.2574,1.2978,"Control","NotLookingAtMe"
38,1,1,1.16071464436341,12,0.6581,0.6936,0.7315,0.7914,0.9213,"Control","LookingAtMe"
38,1,2,1.16071464436341,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
38,1,1,1.54761952581789,12,0.5982,0.6341,0.718,0.7687,0.775,"Control","LookingAtMe"
38,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
39,1,2,-1.54761952581789,12,0.5877,0.597,0.699,0.9063,1.0305,"Control","NotLookingAtMe"
39,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
39,1,2,-1.16071464436341,12,0.6407,0.6888,0.72,0.8164,0.8995,"Control","NotLookingAtMe"
39,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
39,1,2,-0.773809762908943,12,0.6146,0.6502,0.6915,0.8675,1.0064,"Control","NotLookingAtMe"
39,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
39,1,2,-0.386904881454471,12,0.6122,0.6382,0.813,0.8423,1.1067,"Control","NotLookingAtMe"
39,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
39,1,2,0,12,0.6842,0.7268,0.794,0.829,1.0723,"Control","NotLookingAtMe"
39,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
39,1,2,0.386904881454471,12,0.6605,0.7642,0.8255,0.8677,0.9828,"Control","NotLookingAtMe"
39,1,1,0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
39,1,1,0.773809762908943,3,0.659,0.695,0.731,0.8486,0.9662,"Control","LookingAtMe"
39,1,2,0.773809762908943,8,0.7897,0.843,0.931,1.0892,1.1831,"Control","NotLookingAtMe"
39,1,1,1.16071464436341,12,0.5878,0.6843,0.7805,0.9184,1.0425,"Control","LookingAtMe"
39,1,2,1.16071464436341,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
39,1,1,1.54761952581789,12,0.6119,0.6492,0.73,0.8281,0.9749,"Control","LookingAtMe"
39,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
40,1,2,-1.54761952581789,12,0.6364,0.6481,0.686,0.8182,1.0308,"Control","NotLookingAtMe"
40,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
40,1,2,-1.16071464436341,12,0.6177,0.6635,0.744,0.7623,0.8809,"Control","NotLookingAtMe"
40,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
40,1,2,-0.773809762908943,12,0.6633,0.6924,0.75,0.8446,1.0255,"Control","NotLookingAtMe"
40,1,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
40,1,2,-0.386904881454471,12,0.6245,0.6911,0.701,0.7111,0.8164,"Control","NotLookingAtMe"
40,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
40,1,2,0,12,0.6014,0.6488,0.698,0.762,0.9028,"Control","NotLookingAtMe"
40,1,1,0,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
40,1,1,0.386904881454471,1,1.069,1.069,1.069,1.069,1.069,"Control","LookingAtMe"
40,1,2,0.386904881454471,11,0.595,0.747,0.789,0.935,1.069,"Control","NotLookingAtMe"
40,1,1,0.773809762908943,1,1.015,1.015,1.015,1.015,1.015,"Control","LookingAtMe"
40,1,2,0.773809762908943,11,0.748,0.782,0.92,0.946,1.045,"Control","NotLookingAtMe"
40,1,1,1.16071464436341,6,0.7725,0.855,0.994,1.0745,1.126,"Control","LookingAtMe"
40,1,2,1.16071464436341,6,0.837,0.8775,0.949,1.0675,1.1575,"Control","NotLookingAtMe"
40,1,1,1.54761952581789,12,0.7247,0.7708,0.811,0.8733,0.9997,"Control","LookingAtMe"
40,1,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Control","NotLookingAtMe"
41,1,2,-1.54761952581789,11,0.812,0.992,1.319,1.679,2.899,"Control","NotLookingAtMe"
41,1,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
41,1,2,-1.16071464436341,12,0.6867,0.957,1.291,1.5303,1.7865,"Control","NotLookingAtMe"
41,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
41,1,1,-0.773809762908943,1,0.862,0.862,0.862,0.862,0.862,"Control","LookingAtMe"
41,1,2,-0.773809762908943,10,0.988,1.1617,1.2515,1.5547,1.8099,"Control","NotLookingAtMe"
41,1,2,-0.386904881454471,12,0.6646,1.1939,1.44,1.8038,2.7019,"Control","NotLookingAtMe"
41,1,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
41,1,1,0,2,1.6606,1.7778,1.895,2.0122,2.1294,"Control","LookingAtMe"
41,1,2,0,9,0.9914,1.346,1.763,1.8466,2.0772,"Control","NotLookingAtMe"
41,1,1,0.386904881454471,1,2,2,2,2,2,"Control","LookingAtMe"
41,1,2,0.386904881454471,9,1.0748,1.1982,1.599,1.8016,2.0438,"Control","NotLookingAtMe"
41,1,1,0.773809762908943,2,2.418,2.466,2.514,2.562,2.61,"Control","LookingAtMe"
41,1,2,0.773809762908943,9,0.8392,1.3772,1.696,1.8196,2.1486,"Control","NotLookingAtMe"
41,1,1,1.16071464436341,9,1.1338,1.316,1.523,1.6996,1.998,"Control","LookingAtMe"
41,1,2,1.16071464436341,1,2.467,2.467,2.467,2.467,2.467,"Control","NotLookingAtMe"
41,1,1,1.54761952581789,11,0.849,0.987,1.927,2.05,2.762,"Control","LookingAtMe"
41,1,2,1.54761952581789,1,1.955,1.955,1.955,1.955,1.955,"Control","NotLookingAtMe"
42,1,1,-1.54761952581789,1,1.059,1.059,1.059,1.059,1.059,"Control","LookingAtMe"
42,1,2,-1.54761952581789,11,0.74,0.763,0.828,1.084,1.223,"Control","NotLookingAtMe"
42,1,2,-1.16071464436341,11,0.855,0.899,0.935,1.08,1.386,"Control","NotLookingAtMe"
42,1,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Control","LookingAtMe"
42,1,1,-0.773809762908943,2,0.6767,0.7101,0.7435,0.7769,0.8103,"Control","LookingAtMe"
42,1,2,-0.773809762908943,10,0.7101,0.8392,0.917,1.0773,1.3179,"Control","NotLookingAtMe"
42,1,1,-0.386904881454471,1,1.048,1.048,1.048,1.048,1.048,"Control","LookingAtMe"
42,1,2,-0.386904881454471,10,0.7848,0.8712,0.9525,1.0319,1.3192,"Control","NotLookingAtMe"
42,1,1,0,2,1.1118,1.1734,1.235,1.2966,1.3582,"Control","LookingAtMe"
42,1,2,0,9,0.7182,0.7962,0.871,1.0432,1.194,"Control","NotLookingAtMe"
42,1,1,0.386904881454471,4,0.9257,0.9971,1.1645,1.3271,1.3697,"Control","LookingAtMe"
42,1,2,0.386904881454471,7,0.9958,1.0914,1.166,1.1916,1.306,"Control","NotLookingAtMe"
42,1,1,0.773809762908943,7,0.883,1.1338,1.243,1.3794,1.631,"Control","LookingAtMe"
42,1,2,0.773809762908943,5,0.7576,0.8298,0.881,1.0546,1.1994,"Control","NotLookingAtMe"
42,1,1,1.16071464436341,8,0.8149,0.9603,1.0565,1.1428,1.1703,"Control","LookingAtMe"
42,1,2,1.16071464436341,4,0.9755,0.9845,1.078,1.2268,1.5676,"Control","NotLookingAtMe"
42,1,1,1.54761952581789,10,0.7152,0.8387,0.969,1.0165,1.1462,"Control","LookingAtMe"
42,1,2,1.54761952581789,2,0.8454,0.8822,0.919,0.9558,0.9926,"Control","NotLookingAtMe"
43,2,1,-1.54761952581789,1,1.297,1.297,1.297,1.297,1.297,"Schizophrenia","LookingAtMe"
43,2,2,-1.54761952581789,11,0.705,0.747,0.915,1.049,1.076,"Schizophrenia","NotLookingAtMe"
43,2,2,-1.16071464436341,12,0.7381,0.7666,0.869,0.9422,1.151,"Schizophrenia","NotLookingAtMe"
43,2,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Schizophrenia","LookingAtMe"
43,2,1,-0.773809762908943,1,1.329,1.329,1.329,1.329,1.329,"Schizophrenia","LookingAtMe"
43,2,2,-0.773809762908943,11,0.749,0.807,0.817,1.091,1.599,"Schizophrenia","NotLookingAtMe"
43,2,2,-0.386904881454471,12,0.7614,0.8542,0.9485,1.1338,1.4188,"Schizophrenia","NotLookingAtMe"
43,2,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Schizophrenia","LookingAtMe"
43,2,1,0,1,1.478,1.478,1.478,1.478,1.478,"Schizophrenia","LookingAtMe"
43,2,2,0,11,0.798,0.921,0.971,1.028,1.202,"Schizophrenia","NotLookingAtMe"
43,2,1,0.386904881454471,2,1.0352,1.1396,1.244,1.3484,1.4528,"Schizophrenia","LookingAtMe"
43,2,2,0.386904881454471,10,0.8266,0.8915,0.9725,1.1283,1.3379,"Schizophrenia","NotLookingAtMe"
43,2,1,0.773809762908943,7,1.0538,1.1406,1.212,1.2776,1.3224,"Schizophrenia","LookingAtMe"
43,2,2,0.773809762908943,5,0.9182,1.0354,1.053,1.1442,1.2024,"Schizophrenia","NotLookingAtMe"
43,2,1,1.16071464436341,9,0.9174,0.962,1.067,1.15,1.3544,"Schizophrenia","LookingAtMe"
43,2,2,1.16071464436341,3,1.287,1.289,1.291,1.303,1.315,"Schizophrenia","NotLookingAtMe"
43,2,1,1.54761952581789,12,0.8436,0.9363,1.16,1.2657,1.5767,"Schizophrenia","LookingAtMe"
43,2,2,1.54761952581789,0,NA,NA,NA,NA,NA,"Schizophrenia","NotLookingAtMe"
44,2,1,-1.54761952581789,1,1.393,1.393,1.393,1.393,1.393,"Schizophrenia","LookingAtMe"
44,2,2,-1.54761952581789,11,0.785,0.854,0.977,1.075,1.746,"Schizophrenia","NotLookingAtMe"
44,2,2,-1.16071464436341,12,0.908,1.0299,1.123,1.1843,1.2464,"Schizophrenia","NotLookingAtMe"
44,2,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Schizophrenia","LookingAtMe"
44,2,1,-0.773809762908943,1,0.718,0.718,0.718,0.718,0.718,"Schizophrenia","LookingAtMe"
44,2,2,-0.773809762908943,11,0.771,0.894,0.992,1.599,1.867,"Schizophrenia","NotLookingAtMe"
44,2,1,-0.386904881454471,1,1.827,1.827,1.827,1.827,1.827,"Schizophrenia","LookingAtMe"
44,2,2,-0.386904881454471,11,0.85,1.124,1.202,1.432,1.674,"Schizophrenia","NotLookingAtMe"
44,2,1,0,3,1.168,1.234,1.3,1.4636,1.6272,"Schizophrenia","LookingAtMe"
44,2,2,0,9,0.8418,1.0948,1.179,1.2848,1.951,"Schizophrenia","NotLookingAtMe"
44,2,1,0.386904881454471,10,0.7723,0.7914,0.972,1.1816,1.4254,"Schizophrenia","LookingAtMe"
44,2,2,0.386904881454471,2,0.9754,1.0202,1.065,1.1098,1.1546,"Schizophrenia","NotLookingAtMe"
44,2,1,0.773809762908943,11,0.864,0.998,1.072,1.101,1.387,"Schizophrenia","LookingAtMe"
44,2,2,0.773809762908943,1,2.236,2.236,2.236,2.236,2.236,"Schizophrenia","NotLookingAtMe"
44,2,1,1.16071464436341,11,0.785,0.87,0.904,0.987,1.32,"Schizophrenia","LookingAtMe"
44,2,2,1.16071464436341,1,0.985,0.985,0.985,0.985,0.985,"Schizophrenia","NotLookingAtMe"
44,2,1,1.54761952581789,11,0.942,1.002,1.029,1.18,1.867,"Schizophrenia","LookingAtMe"
44,2,2,1.54761952581789,1,0.872,0.872,0.872,0.872,0.872,"Schizophrenia","NotLookingAtMe"
45,2,2,-1.54761952581789,12,0.6054,0.6698,0.769,0.8305,0.848,"Schizophrenia","NotLookingAtMe"
45,2,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Schizophrenia","LookingAtMe"
45,2,2,-1.16071464436341,12,0.5979,0.6555,0.682,0.7035,0.9994,"Schizophrenia","NotLookingAtMe"
45,2,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Schizophrenia","LookingAtMe"
45,2,2,-0.773809762908943,12,0.6221,0.6809,0.7955,0.868,0.9157,"Schizophrenia","NotLookingAtMe"
45,2,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Schizophrenia","LookingAtMe"
45,2,1,-0.386904881454471,2,1.0915,1.2025,1.3135,1.4245,1.5355,"Schizophrenia","LookingAtMe"
45,2,2,-0.386904881454471,10,0.6346,0.7416,0.85,0.9176,1.0214,"Schizophrenia","NotLookingAtMe"
45,2,1,0,2,1.0953,1.1239,1.1525,1.1811,1.2097,"Schizophrenia","LookingAtMe"
45,2,2,0,10,0.5824,0.7116,0.7375,0.7833,0.8126,"Schizophrenia","NotLookingAtMe"
45,2,1,0.386904881454471,2,0.6719,0.7457,0.8195,0.8933,0.9671,"Schizophrenia","LookingAtMe"
45,2,2,0.386904881454471,10,0.6096,0.6517,0.8045,0.869,0.9803,"Schizophrenia","NotLookingAtMe"
45,2,1,0.773809762908943,7,0.7504,0.8028,0.871,0.9164,0.9644,"Schizophrenia","LookingAtMe"
45,2,2,0.773809762908943,5,0.6938,0.7292,0.734,0.886,1.0614,"Schizophrenia","NotLookingAtMe"
45,2,1,1.16071464436341,11,0.668,0.715,0.746,0.808,1.049,"Schizophrenia","LookingAtMe"
45,2,2,1.16071464436341,1,0.772,0.772,0.772,0.772,0.772,"Schizophrenia","NotLookingAtMe"
45,2,1,1.54761952581789,11,0.618,0.742,0.763,0.787,0.852,"Schizophrenia","LookingAtMe"
45,2,2,1.54761952581789,1,0.736,0.736,0.736,0.736,0.736,"Schizophrenia","NotLookingAtMe"
46,2,2,-1.54761952581789,12,0.7843,0.9217,1.1975,1.5367,2.0823,"Schizophrenia","NotLookingAtMe"
46,2,1,-1.54761952581789,0,NA,NA,NA,NA,NA,"Schizophrenia","LookingAtMe"
46,2,2,-1.16071464436341,12,0.8082,0.8867,1.0635,1.3266,2.3688,"Schizophrenia","NotLookingAtMe"
46,2,1,-1.16071464436341,0,NA,NA,NA,NA,NA,"Schizophrenia","LookingAtMe"
46,2,2,-0.773809762908943,12,0.8437,1.0425,1.1815,1.2038,1.8247,"Schizophrenia","NotLookingAtMe"
46,2,1,-0.773809762908943,0,NA,NA,NA,NA,NA,"Schizophrenia","LookingAtMe"
46,2,2,-0.386904881454471,12,0.8822,0.9243,1.0925,1.2155,1.5563,"Schizophrenia","NotLookingAtMe"
46,2,1,-0.386904881454471,0,NA,NA,NA,NA,NA,"Schizophrenia","LookingAtMe"
46,2,2,0,11,0.896,0.952,0.998,1.102,1.19,"Schizophrenia","NotLookingAtMe"
46,2,1,0,0,NA,NA,NA,NA,NA,"Schizophrenia","LookingAtMe"
46,2,2,0.386904881454471,12,1.0527,1.1157,1.3255,1.3871,1.551,"Schizophrenia","NotLookingAtMe"
46,2,1,0.386904881454471,0,NA,NA,NA,NA,NA,"Schizophrenia","LookingAtMe"
46,2,1,0.773809762908943,3,1.1912,1.4616,1.732,1.7348,1.7376,"Schizophrenia","LookingAtMe"
